1;3;1.5504029795465613E-4;94556
1;4;5.9117155615240335E-12;1835
2;4;7.617018127348274E-12;1634
2;3;8.3612064031513E-5;94651
3;3;5.507386083536403E-5;87908
3;4;1.1937117960769683E-11;1927
4;3;2.9904346277351124;89669
4;4;1.7053025658242404E-12;2078
5;3;0.9954875010693058;89721
5;4;1.057287590811029E-11;1842
6;3;0.9951306256908765;88111
6;4;2.7284841053187847E-12;1790
7;3;7.368295314336137E-5;85980
7;4;1.1254996934439987E-11;2031
8;3;1.9927061299457591;82886
8;4;1.4551915228366852E-11;2033
9;3;1.9900179594358178;95688
9;4;1.6370904631912708E-11;1881
10;4;5.4569682106375694E-12;1978
10;3;1.4590224498078896E-4;88889
11;4;1.6370904631912708E-11;2018
11;3;1.4522711057907145E-4;88535
12;3;1.9901439790221502;87131
12;4;1.000444171950221E-11;1932
13;4;9.777068044058979E-12;1708
13;3;1.2567039004807157E-4;82640
14;3;6.819307805017161E-5;84802
14;4;1.4779288903810084E-12;2047
15;4;1.77351466845721E-11;1668
15;3;1.9901016043331765;82251
16;3;2.645606200530892E-4;85492
16;4;2.7284841053187847E-12;1812
17;4;3.2173375075217336E-11;1958
17;3;0.001557671836735608;82521
18;4;1.3642420526593924E-12;1690
18;3;0.9955089509667232;79546
19;4;4.661160346586257E-12;1878
19;3;0.9952230817158352;82556
20;4;5.229594535194337E-12;2011
20;3;1.1301050244583166E-4;87718
21;3;1.7722898735428316E-4;87741
21;4;8.981260180007666E-12;2209
22;3;0.9951027505426282;87474
22;4;2.2964741219766438E-11;2440
23;3;1.252125113069269E-4;89528
23;4;6.707523425575346E-12;1811
24;4;8.412825991399586E-12;2155
24;3;1.9919463961674637;85429
25;4;3.069544618483633E-12;1730
25;3;0.995236191522622;86075
26;3;1.306756055328151E-4;86853
26;4;2.8421709430404007E-12;1875
27;3;0.9950505336234983;88318
27;4;2.3874235921539366E-12;1739
28;3;0.9950771376189778;88753
28;4;3.979039320256561E-12;1821
29;4;5.229594535194337E-12;2060
29;3;0.9950600776095371;95675
30;4;1.750777300912887E-11;2682
30;3;6.259919280182658E-5;86138